,burglary,common assault,larceny,robbery - street,auto theft,agg. assault,larceny from auto,shooting,robbery - residence,robbery - commercial,arson,homicide,robbery - carjacking,rape
2017-08-16,,24,37,15,8,20,18,1,0,3,0.0,1.0,1.0,1.0
2017-08-17,,27,25,11,14,11,15,2,0,1,0.0,2.0,2.0,1.0
2017-08-18,,18,36,5,10,10,14,0,0,4,0.0,0.0,0.0,1.0
2017-08-19,,12,23,12,16,17,10,1,0,4,3.0,2.0,3.0,3.0
2017-08-20,,23,26,21,10,19,9,0,4,2,2.0,0.0,1.0,1.0
2017-08-21,,20,26,10,11,19,26,8,3,6,0.0,1.0,1.0,1.0
2017-08-22,,30,41,12,16,21,18,1,4,2,1.0,2.0,2.0,2.0
2017-08-23,,19,32,6,12,16,14,4,4,4,0.0,0.0,1.0,1.0
2017-08-24,,13,36,7,12,20,12,4,1,7,2.0,0.0,1.0,2.0
2017-08-25,,19,40,8,16,22,23,2,1,1,0.0,2.0,2.0,1.0
2017-08-26,,31,27,17,13,11,27,2,1,8,3.0,1.0,1.0,1.0
2017-08-27,,24,31,14,17,22,17,4,3,1,1.0,0.0,2.0,0.0
2017-08-28,,17,28,10,7,17,18,2,3,2,1.0,1.0,2.0,3.0
2017-08-29,,22,16,11,12,13,23,2,1,3,1.0,0.0,4.0,1.0
2017-08-30,,20,28,12,13,12,19,2,0,2,4.0,4.0,3.0,0.0
2017-08-31,,23,42,15,8,7,22,1,3,4,0.0,0.0,2.0,1.0
2017-09-01,,18,33,14,11,17,11,1,1,0,2.0,0.0,1.0,3.0
2017-09-02,,20,24,7,8,19,16,2,2,2,2.0,2.0,0.0,2.0
2017-09-03,,28,20,10,17,17,14,2,2,0,0.0,0.0,1.0,0.0
2017-09-04,,30,21,12,13,8,21,1,1,2,0.0,4.0,1.0,1.0
2017-09-05,,15,25,14,11,20,11,2,1,2,0.0,1.0,0.0,0.0
2017-09-06,,18,29,8,8,11,14,0,1,1,1.0,1.0,2.0,0.0
2017-09-07,,19,39,14,13,15,10,1,1,2,0.0,0.0,1.0,1.0
2017-09-08,,24,47,10,11,11,16,1,1,4,0.0,1.0,1.0,1.0
2017-09-09,,19,33,13,13,20,13,4,1,2,1.0,0.0,1.0,1.0
2017-09-10,,32,14,11,15,15,16,0,1,2,1.0,0.0,3.0,2.0
2017-09-11,,19,34,11,9,14,25,2,2,4,3.0,1.0,1.0,3.0
2017-09-12,,16,29,8,12,19,11,6,1,4,0.0,0.0,1.0,0.0
2017-09-13,,19,33,10,9,14,14,1,3,7,3.0,2.0,2.0,2.0
2017-09-14,,15,40,12,9,9,16,0,1,3,0.0,0.0,3.0,1.0
2017-09-15,,25,34,15,23,17,15,3,0,7,0.0,0.0,0.0,0.0
2017-09-16,,32,30,20,7,25,11,4,2,3,0.0,1.0,0.0,0.0
2017-09-17,,27,24,12,11,25,27,1,1,5,0.0,1.0,2.0,0.0
2017-09-18,,21,37,19,18,13,16,3,1,7,1.0,0.0,2.0,2.0
2017-09-19,,29,32,12,12,21,16,1,2,2,0.0,1.0,1.0,0.0
2017-09-20,,23,35,12,8,12,15,2,0,5,0.0,1.0,0.0,0.0
2017-09-21,,26,36,19,15,14,15,1,1,0,0.0,1.0,2.0,0.0
2017-09-22,,27,38,16,16,18,15,2,2,2,1.0,1.0,2.0,0.0
2017-09-23,,28,32,20,15,19,25,0,0,5,0.0,3.0,1.0,2.0
2017-09-24,,27,30,7,12,26,15,8,2,2,3.0,0.0,1.0,1.0
2017-09-25,,27,37,12,10,15,26,3,2,2,2.0,3.0,1.0,0.0
2017-09-26,,26,36,16,12,22,18,5,2,3,0.0,4.0,2.0,0.0
2017-09-27,,20,36,12,10,21,17,3,2,6,1.0,1.0,0.0,1.0
2017-09-28,,25,44,10,6,15,17,0,1,3,0.0,0.0,2.0,0.0
2017-09-29,,31,31,9,12,16,20,3,0,1,0.0,1.0,0.0,0.0
2017-09-30,,24,26,15,9,19,14,2,0,2,1.0,1.0,3.0,1.0
2017-10-01,,28,30,17,11,20,23,2,1,1,0.0,2.0,0.0,2.0
2017-10-02,,22,38,7,7,13,12,1,2,1,1.0,3.0,2.0,1.0
2017-10-03,,24,34,11,11,17,16,7,2,2,1.0,1.0,1.0,2.0
2017-10-04,,16,49,16,14,17,17,2,2,2,2.0,1.0,0.0,0.0
2017-10-05,,27,32,10,13,23,14,6,0,3,1.0,1.0,1.0,0.0
2017-10-06,,36,37,6,8,18,8,2,1,5,0.0,0.0,1.0,1.0
2017-10-07,,35,30,6,15,26,11,3,4,5,1.0,1.0,2.0,0.0
2017-10-08,,29,19,13,15,16,21,0,2,1,0.0,0.0,1.0,1.0
2017-10-09,,31,30,13,15,19,19,4,3,1,0.0,0.0,4.0,1.0
2017-10-10,,33,42,8,16,22,15,4,2,1,0.0,1.0,1.0,0.0
2017-10-11,,23,34,17,7,14,20,2,0,1,0.0,0.0,5.0,1.0
2017-10-12,,23,28,20,11,11,18,1,1,1,1.0,0.0,1.0,2.0
2017-10-13,,30,40,8,7,16,25,1,1,4,1.0,3.0,5.0,0.0
2017-10-14,,24,28,10,10,14,23,6,4,5,0.0,0.0,2.0,3.0
2017-10-15,,20,21,12,12,29,22,4,1,7,1.0,2.0,2.0,1.0
2017-10-16,,15,36,15,11,9,22,3,4,6,0.0,0.0,1.0,0.0
2017-10-17,,16,28,11,8,17,16,5,3,7,1.0,1.0,3.0,2.0
2017-10-18,,26,32,19,9,12,19,0,1,5,2.0,1.0,3.0,3.0
2017-10-19,,20,27,10,12,13,22,1,3,1,0.0,1.0,0.0,1.0
2017-10-20,,21,27,6,8,14,27,4,1,4,0.0,1.0,0.0,1.0
2017-10-21,,28,27,7,16,15,21,2,2,2,0.0,0.0,3.0,2.0
2017-10-22,,26,26,13,11,17,25,3,5,3,1.0,0.0,0.0,1.0
2017-10-23,,37,39,13,10,11,13,2,3,3,0.0,0.0,2.0,0.0
2017-10-24,,19,35,6,16,17,17,1,3,2,0.0,2.0,0.0,0.0
2017-10-25,,24,43,22,18,18,20,6,5,4,0.0,0.0,2.0,0.0
2017-10-26,,18,35,8,16,14,17,2,0,2,0.0,1.0,3.0,1.0
2017-10-27,,27,36,7,9,16,23,1,0,1,0.0,1.0,1.0,1.0
2017-10-28,,23,29,10,17,16,14,2,3,1,0.0,2.0,1.0,0.0
2017-10-29,,25,19,3,13,27,38,2,2,8,0.0,1.0,2.0,0.0
2017-10-30,,27,25,12,6,17,16,4,2,0,0.0,1.0,1.0,0.0
2017-10-31,,25,45,26,12,15,17,3,0,4,0.0,2.0,1.0,2.0
2017-11-01,,18,37,15,11,16,9,0,2,3,0.0,0.0,1.0,1.0
2017-11-02,,22,25,10,15,14,14,0,1,2,0.0,3.0,1.0,0.0
2017-11-03,,28,48,8,7,13,19,1,0,1,1.0,1.0,0.0,3.0
2017-11-04,,30,17,13,20,21,17,2,1,2,1.0,1.0,0.0,2.0
2017-11-05,,26,26,4,13,10,24,0,1,2,1.0,0.0,0.0,2.0
2017-11-06,,11,43,11,13,13,20,2,1,2,0.0,1.0,3.0,0.0
2017-11-07,,18,32,12,14,8,12,1,2,3,2.0,0.0,1.0,1.0
2017-11-08,,25,33,7,15,17,20,1,1,2,1.0,0.0,2.0,1.0
2017-11-09,,17,26,8,12,19,19,1,0,4,1.0,0.0,2.0,0.0
2017-11-10,,27,25,5,7,16,17,0,6,4,2.0,0.0,1.0,1.0
2017-11-11,,15,23,8,15,11,16,1,1,8,0.0,0.0,1.0,1.0
2017-11-12,,21,28,8,16,11,26,0,4,0,0.0,2.0,1.0,1.0
2017-11-13,,27,33,4,14,20,22,5,0,3,0.0,0.0,4.0,0.0
2017-11-14,,28,29,7,13,14,24,3,3,6,2.0,3.0,1.0,0.0
2017-11-15,,18,28,12,11,14,18,1,4,4,0.0,0.0,1.0,1.0
2017-11-16,,24,37,16,8,25,12,1,1,1,0.0,1.0,3.0,0.0
2017-11-17,,23,31,6,16,24,10,0,3,5,2.0,0.0,0.0,1.0
2017-11-18,,25,30,12,15,13,15,1,0,6,0.0,0.0,0.0,0.0
2017-11-19,,20,20,13,12,10,21,0,2,4,0.0,0.0,1.0,0.0
2017-11-20,,21,31,15,13,20,18,4,1,3,2.0,0.0,3.0,0.0
2017-11-21,,15,17,14,14,14,18,5,3,2,1.0,1.0,3.0,0.0
2017-11-22,,24,23,9,18,5,24,1,0,2,0.0,0.0,3.0,0.0
2017-11-23,,20,14,4,7,11,13,1,1,4,0.0,0.0,2.0,0.0
2017-11-24,,22,28,18,15,18,28,2,2,5,0.0,2.0,2.0,0.0
2017-11-25,,18,21,5,12,12,17,0,1,3,1.0,2.0,2.0,1.0
2017-11-26,,31,25,12,20,11,29,1,0,5,0.0,0.0,1.0,0.0
2017-11-27,,18,31,21,16,20,23,1,0,4,1.0,0.0,5.0,1.0
2017-11-28,,21,22,9,12,19,19,2,3,1,0.0,3.0,1.0,1.0
2017-11-29,,24,42,20,15,13,17,2,1,8,0.0,0.0,1.0,1.0
2017-11-30,,23,32,9,9,12,16,0,2,5,0.0,3.0,2.0,0.0
2017-12-01,,16,41,12,15,14,19,4,1,2,1.0,0.0,2.0,6.0
2017-12-02,,22,36,10,12,8,9,0,1,1,0.0,1.0,1.0,2.0
2017-12-03,,15,19,13,11,14,17,4,2,0,0.0,1.0,1.0,0.0
2017-12-04,,16,36,16,9,16,10,2,2,2,1.0,0.0,2.0,1.0
2017-12-05,,16,24,16,16,8,15,2,0,6,0.0,0.0,2.0,1.0
2017-12-06,,19,23,17,12,15,28,3,1,6,1.0,1.0,1.0,0.0
2017-12-07,,21,28,13,16,15,17,2,0,5,0.0,1.0,1.0,1.0
2017-12-08,,27,43,7,15,5,24,1,1,6,0.0,0.0,2.0,0.0
2017-12-09,,12,29,12,11,14,14,1,2,3,1.0,1.0,4.0,2.0
2017-12-10,,26,27,3,13,10,27,2,4,2,0.0,1.0,2.0,2.0
2017-12-11,,18,33,22,12,17,13,1,2,3,1.0,0.0,1.0,2.0
2017-12-12,,25,35,15,17,13,17,2,1,2,0.0,1.0,2.0,1.0
2017-12-13,,16,27,18,18,12,15,1,3,3,0.0,0.0,0.0,1.0
2017-12-14,,19,28,8,10,13,15,5,1,1,0.0,1.0,1.0,1.0
2017-12-15,,14,23,7,12,15,9,5,0,2,0.0,2.0,1.0,0.0
2017-12-16,,17,23,8,17,6,13,1,0,2,0.0,0.0,1.0,0.0
2017-12-17,,31,22,7,20,25,19,2,2,3,1.0,0.0,0.0,1.0
2017-12-18,,29,32,18,15,15,16,0,0,5,0.0,1.0,0.0,1.0
2017-12-19,,19,23,16,17,5,13,1,1,4,0.0,1.0,5.0,0.0
2017-12-20,,24,36,16,13,12,15,0,0,2,0.0,1.0,3.0,0.0
2017-12-21,,22,37,15,10,12,21,2,2,6,1.0,0.0,3.0,2.0
2017-12-22,,22,39,12,8,12,17,4,0,2,0.0,0.0,2.0,1.0
2017-12-23,,30,27,7,13,13,18,1,0,4,1.0,2.0,2.0,0.0
2017-12-24,,24,20,10,10,16,18,0,1,0,3.0,1.0,1.0,0.0
2017-12-25,,19,16,6,11,12,10,2,0,4,0.0,0.0,2.0,2.0
2017-12-26,,15,24,6,18,8,17,2,2,1,0.0,2.0,3.0,1.0
2017-12-27,,20,22,11,21,12,16,1,1,3,0.0,1.0,1.0,0.0
2017-12-28,,5,28,8,16,5,7,1,0,4,0.0,1.0,2.0,0.0
2017-12-29,,16,23,9,17,19,16,1,3,4,0.0,0.0,1.0,0.0
2017-12-30,,19,20,3,13,13,5,3,2,2,0.0,0.0,1.0,1.0
2017-12-31,,19,19,2,16,10,4,0,1,6,1.0,0.0,0.0,0.0
2018-01-01,,31,28,5,10,10,10,2,3,1,2.0,2.0,0.0,6.0
2018-01-02,,19,15,10,20,12,12,1,3,6,0.0,1.0,3.0,0.0
2018-01-03,,22,28,12,23,9,8,0,1,1,0.0,1.0,5.0,1.0
2018-01-04,,19,14,8,8,6,7,1,2,1,0.0,0.0,4.0,0.0
2018-01-05,,18,19,8,14,8,10,0,0,0,1.0,0.0,0.0,1.0
2018-01-06,,18,12,14,14,8,7,3,0,4,0.0,1.0,0.0,0.0
2018-01-07,,18,20,7,18,7,9,0,1,0,0.0,0.0,5.0,2.0
2018-01-08,,22,25,9,22,9,10,1,1,1,0.0,1.0,1.0,1.0
2018-01-09,,15,35,19,20,3,12,0,1,4,2.0,0.0,4.0,0.0
2018-01-10,,20,33,13,22,20,10,0,1,2,0.0,2.0,1.0,0.0
2018-01-11,,18,27,9,22,14,14,5,3,3,0.0,1.0,3.0,0.0
2018-01-12,,24,23,6,16,10,17,1,1,6,1.0,2.0,1.0,2.0
2018-01-13,,19,25,10,8,25,8,3,0,2,0.0,0.0,2.0,1.0
2018-01-14,,19,18,7,13,15,11,0,0,3,0.0,0.0,1.0,0.0
2018-01-15,,17,23,14,13,19,13,1,1,3,0.0,0.0,3.0,4.0
2018-01-16,,15,19,14,21,13,13,1,1,9,0.0,0.0,1.0,2.0
2018-01-17,,10,15,8,9,10,16,1,1,4,0.0,0.0,2.0,0.0
2018-01-18,,17,28,16,14,7,14,0,3,4,1.0,0.0,4.0,2.0
2018-01-19,,25,29,2,17,8,17,1,1,5,1.0,1.0,0.0,2.0
2018-01-20,,22,25,9,8,21,20,1,5,4,0.0,2.0,3.0,1.0
2018-01-21,,25,17,12,5,19,20,2,1,3,0.0,2.0,0.0,1.0
2018-01-22,,25,25,20,7,13,15,0,0,2,0.0,1.0,2.0,1.0
2018-01-23,,19,30,8,11,9,10,1,1,1,0.0,2.0,0.0,0.0
2018-01-24,,18,35,11,17,14,16,1,0,4,0.0,1.0,1.0,0.0
2018-01-25,,25,29,2,8,14,15,0,0,6,1.0,1.0,0.0,2.0
2018-01-26,,21,27,10,17,6,18,0,0,0,1.0,1.0,1.0,0.0
2018-01-27,,33,20,11,15,6,19,0,1,3,0.0,1.0,2.0,3.0
2018-01-28,,21,25,9,18,20,10,2,2,2,0.0,2.0,1.0,0.0
2018-01-29,,21,17,8,13,10,14,3,3,4,2.0,0.0,1.0,2.0
2018-01-30,,20,25,5,12,22,16,5,3,1,0.0,1.0,3.0,0.0
2018-01-31,,19,22,10,19,13,0,1,1,7,0.0,1.0,2.0,2.0
2018-02-01,,20,31,13,12,8,16,0,5,1,0.0,0.0,1.0,2.0
2018-02-02,,17,31,10,17,11,9,1,0,3,2.0,0.0,2.0,4.0
2018-02-03,,25,24,3,11,14,10,0,0,1,1.0,1.0,0.0,1.0
2018-02-04,,16,17,7,12,10,10,1,0,0,1.0,0.0,3.0,2.0
2018-02-05,,20,21,8,12,12,13,0,0,4,1.0,0.0,1.0,0.0
2018-02-06,,31,22,18,18,17,17,2,0,2,0.0,0.0,0.0,2.0
2018-02-07,,13,26,8,7,8,10,1,1,3,1.0,0.0,3.0,0.0
2018-02-08,,21,23,11,9,11,11,0,1,6,1.0,0.0,2.0,0.0
2018-02-09,,20,29,12,21,13,14,0,0,1,0.0,0.0,1.0,1.0
2018-02-10,,16,20,4,12,12,20,3,0,1,0.0,0.0,4.0,1.0
2018-02-11,,19,17,13,7,10,20,0,0,2,0.0,0.0,0.0,0.0
2018-02-12,,15,20,20,12,8,21,0,1,1,0.0,0.0,1.0,3.0
2018-02-13,,16,21,8,18,7,14,0,0,0,0.0,2.0,2.0,1.0
2018-02-14,,20,31,4,10,14,13,0,0,2,1.0,0.0,0.0,0.0
2018-02-15,,28,38,7,10,8,14,1,1,2,0.0,1.0,0.0,3.0
2018-02-16,,22,24,5,9,8,22,0,4,3,2.0,0.0,3.0,2.0
2018-02-17,,18,19,5,4,8,13,0,2,0,0.0,1.0,1.0,3.0
2018-02-18,,13,33,4,11,6,11,1,4,3,0.0,0.0,1.0,2.0
2018-02-19,,15,31,2,10,17,18,4,0,3,0.0,1.0,0.0,0.0
2018-02-20,,16,27,7,7,21,12,0,2,1,0.0,0.0,1.0,1.0
2018-02-21,,18,29,4,2,15,13,1,2,2,0.0,3.0,3.0,1.0
2018-02-22,,25,10,10,9,10,15,0,1,1,0.0,0.0,2.0,0.0
2018-02-23,,22,12,7,10,6,26,0,0,2,0.0,0.0,0.0,0.0
2018-02-24,,17,14,3,13,10,14,0,0,1,1.0,0.0,1.0,0.0
2018-02-25,,16,15,8,5,22,24,2,0,2,0.0,2.0,2.0,1.0
2018-02-26,,27,32,11,5,12,12,2,2,0,1.0,2.0,2.0,0.0
2018-02-27,,12,29,8,12,10,16,2,3,1,0.0,2.0,2.0,1.0
2018-02-28,,23,19,10,13,7,17,2,1,1,1.0,0.0,2.0,1.0
2018-03-01,,12,27,9,13,5,14,0,1,2,3.0,0.0,0.0,4.0
2018-03-02,,13,27,11,4,14,13,1,2,1,1.0,0.0,1.0,2.0
2018-03-03,,25,19,15,9,13,15,0,4,2,0.0,0.0,1.0,1.0
2018-03-04,,21,22,4,8,13,13,0,5,3,0.0,1.0,0.0,0.0
2018-03-05,,27,23,4,7,8,11,1,1,3,0.0,1.0,3.0,1.0
2018-03-06,,24,16,4,9,14,12,1,1,2,0.0,0.0,0.0,1.0
2018-03-07,,19,21,3,9,15,18,4,0,1,0.0,0.0,0.0,1.0
2018-03-08,,17,20,8,9,19,15,1,1,3,0.0,1.0,0.0,0.0
2018-03-09,,15,24,6,7,13,13,2,1,1,0.0,1.0,3.0,1.0
2018-03-10,,22,18,12,14,11,14,2,0,2,0.0,1.0,3.0,1.0
2018-03-11,,31,19,6,6,14,10,1,2,4,2.0,0.0,1.0,2.0
2018-03-12,,26,24,13,12,16,19,8,4,0,2.0,0.0,2.0,0.0
2018-03-13,,32,23,4,8,16,13,2,2,1,0.0,1.0,1.0,2.0
2018-03-14,,21,36,8,5,12,6,1,2,2,0.0,0.0,1.0,0.0
2018-03-15,,24,17,7,7,9,23,0,1,0,0.0,0.0,0.0,0.0
2018-03-16,,27,29,4,11,20,15,1,1,2,0.0,1.0,2.0,2.0
2018-03-17,,26,26,5,17,15,16,0,2,2,1.0,0.0,5.0,0.0
2018-03-18,,33,16,2,4,21,21,6,1,3,0.0,1.0,1.0,0.0
2018-03-19,,23,19,8,11,13,20,0,1,5,1.0,1.0,1.0,3.0
2018-03-20,,13,24,4,15,8,15,4,1,4,0.0,1.0,2.0,0.0
2018-03-21,,19,10,6,7,11,9,1,2,1,0.0,1.0,2.0,0.0
2018-03-22,,20,28,20,14,12,13,0,2,6,0.0,0.0,2.0,0.0
2018-03-23,,13,23,6,13,17,25,2,1,3,1.0,0.0,3.0,1.0
2018-03-24,,21,21,13,12,14,11,3,4,1,0.0,0.0,0.0,0.0
2018-03-25,,14,13,7,8,9,12,1,3,1,0.0,1.0,0.0,2.0
2018-03-26,,17,19,7,12,12,11,0,0,0,0.0,0.0,1.0,2.0
2018-03-27,,16,25,9,10,18,6,4,6,2,0.0,0.0,0.0,0.0
2018-03-28,,23,24,5,7,8,18,0,4,2,0.0,3.0,0.0,2.0
2018-03-29,,23,27,5,11,13,12,2,3,5,1.0,0.0,1.0,1.0
2018-03-30,,23,22,16,18,19,8,4,3,1,0.0,0.0,1.0,2.0
2018-03-31,,23,23,13,8,24,10,0,0,1,0.0,2.0,1.0,1.0
2018-04-01,,18,31,6,10,18,7,2,2,1,0.0,0.0,0.0,1.0
2018-04-02,,30,27,7,18,17,22,1,1,1,0.0,3.0,1.0,0.0
2018-04-03,,23,27,9,6,13,13,2,0,2,1.0,0.0,0.0,0.0
2018-04-04,,24,19,11,7,18,15,1,0,0,0.0,2.0,0.0,1.0
2018-04-05,,22,35,14,11,12,14,0,3,2,0.0,2.0,0.0,1.0
2018-04-06,,38,29,8,22,15,14,0,1,1,0.0,0.0,1.0,4.0
2018-04-07,,20,21,4,8,15,18,2,3,2,2.0,3.0,0.0,1.0
2018-04-08,,32,18,11,8,19,13,1,2,0,1.0,0.0,1.0,1.0
2018-04-09,,19,27,15,7,15,16,0,2,0,0.0,0.0,2.0,1.0
2018-04-10,,23,26,6,12,20,17,2,1,2,0.0,0.0,1.0,0.0
2018-04-11,,18,30,4,9,15,7,1,1,2,1.0,0.0,2.0,1.0
2018-04-12,,24,38,6,7,21,12,2,3,5,0.0,3.0,0.0,1.0
2018-04-13,,17,39,10,6,21,12,7,3,1,0.0,1.0,0.0,1.0
2018-04-14,,18,18,12,10,18,11,1,2,2,1.0,2.0,1.0,0.0
2018-04-15,,31,25,5,10,9,9,0,2,2,1.0,1.0,1.0,2.0
2018-04-16,,19,29,4,8,9,16,1,3,0,1.0,2.0,2.0,1.0
2018-04-17,,42,24,13,12,12,8,3,0,1,1.0,1.0,2.0,1.0
2018-04-18,,24,36,9,10,12,13,2,0,1,0.0,3.0,1.0,0.0
2018-04-19,,23,36,12,12,19,17,3,0,2,0.0,1.0,0.0,0.0
2018-04-20,,20,24,11,11,12,22,1,2,1,0.0,2.0,0.0,0.0
2018-04-21,,24,16,7,12,18,9,1,1,1,1.0,1.0,0.0,0.0
2018-04-22,,27,14,9,13,19,14,5,1,2,0.0,1.0,0.0,0.0
2018-04-23,,20,25,11,7,19,22,2,1,1,2.0,0.0,2.0,1.0
2018-04-24,,32,31,9,11,16,17,1,6,4,0.0,0.0,0.0,3.0
2018-04-25,,21,36,10,11,12,10,0,1,3,0.0,1.0,2.0,0.0
2018-04-26,,26,28,13,12,19,13,8,2,0,0.0,2.0,0.0,2.0
2018-04-27,,21,31,6,14,32,18,4,2,4,0.0,0.0,2.0,2.0
2018-04-28,,25,23,9,4,13,23,2,2,3,1.0,2.0,0.0,0.0
2018-04-29,,22,28,8,11,21,13,2,1,8,1.0,0.0,0.0,0.0
2018-04-30,,24,28,15,14,17,17,2,1,3,0.0,0.0,1.0,1.0
2018-05-01,,24,47,5,10,14,18,0,1,2,1.0,1.0,0.0,0.0
2018-05-02,,23,28,7,5,18,22,2,0,0,1.0,0.0,1.0,0.0
2018-05-03,,31,25,5,7,15,10,3,6,0,0.0,1.0,1.0,0.0
2018-05-04,,22,33,10,14,15,9,0,4,2,2.0,0.0,0.0,2.0
2018-05-05,,23,35,11,5,16,16,3,2,1,0.0,1.0,3.0,0.0
2018-05-06,,20,23,8,12,20,14,2,1,1,0.0,2.0,1.0,0.0
2018-05-07,,32,33,5,11,18,12,1,1,1,0.0,0.0,0.0,2.0
2018-05-08,,26,21,2,11,25,15,4,0,4,0.0,2.0,0.0,1.0
2018-05-09,,27,21,6,9,15,16,0,4,1,0.0,1.0,0.0,1.0
2018-05-10,,23,41,8,8,14,30,4,3,2,1.0,0.0,2.0,2.0
2018-05-11,,29,45,13,14,19,15,1,0,2,0.0,0.0,3.0,2.0
2018-05-12,,29,33,10,15,23,15,1,3,1,0.0,1.0,1.0,0.0
2018-05-13,,25,21,11,9,13,17,0,1,1,0.0,0.0,1.0,1.0
2018-05-14,,15,30,15,14,28,16,5,1,5,0.0,1.0,1.0,1.0
2018-05-15,,30,38,8,10,25,23,5,0,1,0.0,1.0,3.0,3.0
2018-05-16,,22,36,12,10,19,15,3,2,2,0.0,1.0,0.0,0.0
2018-05-17,,24,29,14,4,12,17,1,1,3,0.0,0.0,0.0,1.0
2018-05-18,,15,34,18,5,26,18,0,1,4,1.0,0.0,4.0,0.0
2018-05-19,,26,22,9,10,20,13,1,2,1,1.0,1.0,1.0,0.0
2018-05-20,,28,30,5,11,17,15,0,1,3,0.0,1.0,3.0,2.0
2018-05-21,,27,28,10,11,15,24,1,1,2,0.0,0.0,0.0,0.0
2018-05-22,,29,29,9,10,11,26,1,1,2,0.0,2.0,0.0,1.0
2018-05-23,,29,44,7,7,27,27,3,2,0,0.0,1.0,3.0,0.0
2018-05-24,,21,45,12,9,19,21,1,4,0,0.0,1.0,1.0,0.0
2018-05-25,,26,43,6,9,10,18,2,0,3,0.0,0.0,0.0,4.0
2018-05-26,,28,22,9,10,14,14,3,1,1,0.0,0.0,0.0,1.0
2018-05-27,,17,22,7,12,14,15,3,0,3,2.0,0.0,0.0,1.0
2018-05-28,,30,31,7,4,17,14,5,2,7,0.0,0.0,0.0,1.0
2018-05-29,,29,38,17,11,23,19,2,3,2,1.0,1.0,2.0,1.0
2018-05-30,,26,36,10,12,21,17,1,1,5,0.0,0.0,0.0,2.0
2018-05-31,,20,40,7,5,14,13,0,0,5,0.0,0.0,0.0,1.0
2018-06-01,,17,38,8,14,18,22,0,4,0,0.0,2.0,1.0,6.0
2018-06-02,,34,23,12,8,11,22,0,1,0,0.0,1.0,1.0,1.0
2018-06-03,,19,25,17,8,13,20,1,1,4,0.0,1.0,0.0,0.0
2018-06-04,,27,37,7,8,15,10,3,1,4,1.0,0.0,1.0,0.0
2018-06-05,,27,39,12,9,14,14,1,3,5,1.0,0.0,2.0,0.0
2018-06-06,,34,25,8,9,25,18,3,2,2,1.0,0.0,0.0,1.0
2018-06-07,,28,34,8,9,18,13,1,0,4,1.0,0.0,0.0,2.0
2018-06-08,,29,42,4,10,16,21,3,1,3,0.0,0.0,1.0,0.0
2018-06-09,,34,38,8,8,18,10,3,1,3,0.0,1.0,1.0,2.0
2018-06-10,,24,21,7,13,21,19,5,0,5,0.0,1.0,0.0,1.0
2018-06-11,,16,29,9,12,15,29,2,0,1,0.0,2.0,1.0,2.0
2018-06-12,,25,46,5,13,21,12,1,2,5,2.0,2.0,1.0,2.0
2018-06-13,,24,38,8,3,20,23,1,1,4,0.0,1.0,0.0,2.0
2018-06-14,,24,25,0,17,18,13,0,1,7,1.0,1.0,1.0,1.0
2018-06-15,,30,40,16,5,14,18,0,0,2,0.0,0.0,0.0,2.0
2018-06-16,,25,35,8,16,18,13,5,1,3,0.0,4.0,1.0,2.0
2018-06-17,,21,22,10,13,12,17,2,3,2,2.0,1.0,4.0,2.0
2018-06-18,,26,34,3,8,13,24,0,0,3,0.0,1.0,2.0,0.0
2018-06-19,,22,37,5,11,10,18,1,1,4,0.0,1.0,0.0,1.0
2018-06-20,,25,39,7,8,16,16,2,0,3,0.0,4.0,3.0,1.0
2018-06-21,,17,34,12,15,24,22,1,1,4,0.0,0.0,6.0,2.0
2018-06-22,,21,33,13,12,14,15,1,2,1,0.0,0.0,1.0,1.0
2018-06-23,,16,27,12,10,9,16,0,1,9,0.0,0.0,1.0,0.0
2018-06-24,,23,31,12,10,17,16,2,2,2,0.0,0.0,0.0,0.0
2018-06-25,,20,26,5,7,16,26,3,0,2,0.0,0.0,2.0,1.0
2018-06-26,,19,29,5,11,14,21,2,0,1,0.0,0.0,2.0,0.0
2018-06-27,,16,34,7,10,14,15,1,3,5,0.0,0.0,0.0,3.0
2018-06-28,,22,29,3,7,17,22,1,0,1,0.0,0.0,1.0,3.0
2018-06-29,,22,42,2,10,15,23,0,0,1,0.0,0.0,0.0,0.0
2018-06-30,,31,22,6,11,26,12,11,2,1,0.0,0.0,2.0,2.0
2018-07-01,,30,30,6,9,16,14,1,1,2,0.0,1.0,3.0,3.0
2018-07-02,,17,33,8,12,14,9,0,2,8,0.0,0.0,0.0,2.0
2018-07-03,,18,35,8,5,14,17,1,2,0,0.0,1.0,0.0,2.0
2018-07-04,,23,19,10,11,21,16,1,0,2,3.0,1.0,1.0,0.0
2018-07-05,,25,38,8,13,13,21,0,0,6,0.0,2.0,0.0,1.0
2018-07-06,,24,32,9,14,9,12,2,0,0,0.0,1.0,1.0,2.0
2018-07-07,,17,21,4,10,20,23,4,0,3,1.0,1.0,0.0,0.0
2018-07-08,,25,25,12,14,14,15,1,2,0,0.0,1.0,1.0,1.0
2018-07-09,,19,32,10,16,14,15,2,1,4,0.0,3.0,2.0,0.0
2018-07-10,,13,33,9,9,12,16,1,2,1,0.0,3.0,2.0,1.0
2018-07-11,,23,27,9,6,13,10,2,2,1,0.0,0.0,1.0,2.0
2018-07-12,,21,46,8,11,18,17,0,0,6,0.0,0.0,0.0,1.0
